NACA0020 
1.000000 -0.000000
  0.999561  0.000106
  0.998246  0.000424
  0.996057  0.000953
  0.992998  0.001689
  0.989074  0.002628
  0.984292  0.003767
  0.978660  0.005099
  0.972188  0.006618
  0.964888  0.008316
  0.956773  0.010186
  0.947856  0.012219
  0.938153  0.014405
  0.927682  0.016735
  0.916461  0.019198
  0.904508  0.021785
  0.891847  0.024484
  0.878498  0.027285
  0.864484  0.030176
  0.849832  0.033147
  0.834565  0.036186
  0.818712  0.039282
  0.802300  0.042423
  0.785357  0.045599
  0.767913  0.048798
  0.750000  0.052007
  0.731648  0.055217
  0.712890  0.058413
  0.693758  0.061586
  0.674286  0.064723
  0.654508  0.067810
  0.634460  0.070837
  0.614175  0.073789
  0.593691  0.076654
  0.573042  0.079418
  0.552264  0.082068
  0.531395  0.084590
  0.510471  0.086970
  0.489529  0.089194
  0.468605  0.091249
  0.447736  0.093120
  0.426958  0.094794
  0.406309  0.096258
  0.385825  0.097498
  0.365540  0.098503
  0.345492  0.099261
  0.325714  0.099762
  0.306242  0.099995
  0.287110  0.099952
  0.268352  0.099627
  0.250000  0.099012
  0.232087  0.098105
  0.214643  0.096900
  0.197700  0.095398
  0.181288  0.093598
  0.165435  0.091502
  0.150168  0.089113
  0.135516  0.086437
  0.121502  0.083478
  0.108153  0.080246
  0.095492  0.076748
  0.083539  0.072995
  0.072318  0.068996
  0.061847  0.064764
  0.052144  0.060311
  0.043227  0.055648
  0.035112  0.050788
  0.027812  0.045743
  0.021340  0.040526
  0.015708  0.035147
  0.010926  0.029616
  0.007002  0.023945
  0.003943  0.018140
  0.001754  0.012211
  0.000439  0.006162
  0.000000  0.000000
  0.000439 -0.006162
  0.001754 -0.012211
  0.003943 -0.018140
  0.007002 -0.023945
  0.010926 -0.029616
  0.015708 -0.035147
  0.021340 -0.040526
  0.027812 -0.045743
  0.035112 -0.050788
  0.043227 -0.055648
  0.052144 -0.060311
  0.061847 -0.064764
  0.072318 -0.068996
  0.083539 -0.072995
  0.095492 -0.076748
  0.108153 -0.080246
  0.121502 -0.083478
  0.135516 -0.086437
  0.150168 -0.089113
  0.165435 -0.091502
  0.181288 -0.093598
  0.197700 -0.095398
  0.214643 -0.096900
  0.232087 -0.098105
  0.250000 -0.099012
  0.268352 -0.099627
  0.287110 -0.099952
  0.306242 -0.099995
  0.325714 -0.099762
  0.345492 -0.099261
  0.365540 -0.098503
  0.385825 -0.097498
  0.406309 -0.096258
  0.426958 -0.094794
  0.447736 -0.093120
  0.468605 -0.091249
  0.489529 -0.089194
  0.510471 -0.086970
  0.531395 -0.084590
  0.552264 -0.082068
  0.573042 -0.079418
  0.593691 -0.076654
  0.614175 -0.073789
  0.634460 -0.070837
  0.654508 -0.067810
  0.674286 -0.064723
  0.693758 -0.061586
  0.712890 -0.058413
  0.731648 -0.055217
  0.750000 -0.052007
  0.767913 -0.048798
  0.785357 -0.045599
  0.802300 -0.042423
  0.818712 -0.039282
  0.834565 -0.036186
  0.849832 -0.033147
  0.864484 -0.030176
  0.878498 -0.027285
  0.891847 -0.024484
  0.904508 -0.021785
  0.916461 -0.019198
  0.927682 -0.016735
  0.938153 -0.014405
  0.947856 -0.012219
  0.956773 -0.010186
  0.964888 -0.008316
  0.972188 -0.006618
  0.978660 -0.005099
  0.984292 -0.003767
  0.989074 -0.002628
  0.992998 -0.001689
  0.996057 -0.000953
  0.998246 -0.000424
  0.999561 -0.000106
  1.000000  0.000000
