0.306379 0.035928
0.296701 0.039168
0.285768 0.041795
0.274184 0.043576
0.262095 0.044564
0.248578 0.044839
0.232723 0.044847
0.216580 0.044866
0.200407 0.044882
0.184232 0.044898
0.168060 0.044913
0.151899 0.044930
0.135773 0.044950
0.120000 0.044952
0.109361 0.044999
0.099680 0.044922
0.090039 0.044561
0.080630 0.043916
0.071451 0.042966
0.062540 0.041690
0.053933 0.040075
0.045705 0.038107
0.037900 0.035771
0.030604 0.033068
0.023901 0.030001
0.017880 0.026585
0.012632 0.022848
0.008231 0.018825
0.004736 0.014551
0.002179 0.010047
0.000586 0.005293
0.000000 0.000000
